time,I_cell,T_stack,P_ano,P_cat,m_dot_Osep,m_dot_Hsep,C1,C2,C3,C4,C5,C6,Fault_class
578.2,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,0,0
578.4,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,0,0
578.6,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,0,0
578.8,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,0,0
579,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,1,0
579.2,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,1,0
579.4,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,1,0
579.6,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,1,0
579.8,19.7395765013437,311.611058832968,108497.136227243,1105002.86377276,0.0169942724544867,0.0100057275455133,0,0,0,0,0,0,0
580,41.2287527440414,311.611058832968,108494.129969427,1105005.87003057,0.016988259938854,0.010011740061146,0,0,0,0,0,0,0
580.2,41.3722368873677,311.902789248031,108493.998553634,1105006.00144637,0.0169879971072672,0.0100120028927326,0,0,0,0,0,0,0
580.4,41.4784415895338,312.118464557968,108493.98295254,1105006.01704746,0.0169879659050798,0.0100120340949204,0,0,0,0,0,0,0
580.6,41.5570284084577,312.277913691701,108493.971408246,1105006.02859175,0.016987942816491,0.0100120571835091,0,0,0,0,0,0,0
580.8,41.6151660022018,312.395795319134,108493.962867821,1105006.03713218,0.016987925735643,0.0100120742643572,0,0,0,0,0,0,0
581,41.6581683128708,312.482946188749,108493.956550723,1105006.04344928,0.0169879131014461,0.0100120868985539,0,0,0,0,0,0,0
581.2,41.6899716741788,312.547377733048,108493.951878738,1105006.04812126,0.0169879037574765,0.0100120962425235,0,0,0,0,0,0,0
581.4,41.7134904539708,312.595012742208,108493.948423762,1105006.05157624,0.016987896847524,0.010012103152476,0,0,0,0,0,0,0
581.6,41.730881568663,312.630229926343,108493.945868949,1105006.05413105,0.0169878917378984,0.0100121082621016,0,0,0,0,0,0,0
581.8,41.7437409046696,312.656266479681,108493.943979865,1105006.05602013,0.0169878879597306,0.0100121120402694,0,0,0,0,0,0,0
582,41.7532490055916,312.675515681207,108493.942583088,1105006.05741691,0.0169878851661756,0.0100121148338244,0,0,0,0,0,0,0
582.2,41.7602790373067,312.689746903856,108493.941550347,1105006.05844965,0.0169878831006942,0.0100121168993058,0,0,0,0,0,0,0
582.4,41.7654767481214,312.700268264446,108493.940786781,1105006.05921322,0.0169878815735623,0.0100121184264377,0,0,0,0,0,0,0
582.6,41.7693196609401,312.708046869887,108493.94022224,1105006.05977776,0.0169878804444809,0.0100121195555191,0,0,0,0,0,0,0
582.8,41.7721608766923,312.713797715241,108493.939804853,1105006.06019515,0.0169878796097064,0.0100121203902936,0,0,0,0,0,0,0
583,41.7742614816873,312.718049406448,108493.939496265,1105006.06050374,0.0169878789925297,0.0100121210074703,0,0,0,0,0,0,0
583.2,41.7758145193411,312.721192749639,108493.939268117,1105006.06073188,0.0169878785362331,0.0100121214637669,0,0,0,0,0,0,0
583.4,41.7769627196612,312.723516673678,108493.939099441,1105006.06090056,0.0169878781988813,0.0100121218011187,0,0,0,0,0,0,0
583.6,41.7778116106573,312.725234788125,108493.938974735,1105006.06102527,0.0169878779494694,0.0100121220505306,0,0,0,0,0,0,0
583.8,41.7784392138512,312.726505017857,108493.938882537,1105006.06111746,0.0169878777650737,0.0100121222349263,0,0,0,0,0,0,0
584,41.7789032134338,312.727444119233,108493.938814373,1105006.06118563,0.0169878776287464,0.0100121223712536,0,0,0,0,0,0,0
584.2,41.7792462571458,312.728138412081,108493.938763978,1105006.06123602,0.0169878775279569,0.0100121224720431,0,0,0,0,0,0,0
584.4,41.7794998756366,312.728651714035,108493.938726721,1105006.06127328,0.0169878774534415,0.0100121225465585,0,0,0,0,0,0,0
584.6,41.7796873802908,312.729031206493,108493.938699175,1105006.06130082,0.0169878773983508,0.0100121226016492,0,0,0,0,0,0,0
584.8,41.7798260057378,312.729311771425,108493.938678811,1105006.06132119,0.0169878773576214,0.0100121226423786,0,0,0,0,0,0,0
585,41.7799284938978,312.729519197633,108493.938663755,1105006.06133625,0.0169878773275094,0.0100121226724906,0,0,0,0,0,0,0
585.2,41.7800042651225,312.729672551197,108493.938652624,1105006.06134738,0.0169878773052471,0.0100121226947529,0,0,0,0,0,0,0
585.4,41.7800602840544,312.729785927977,108493.938644394,1105006.06135561,0.0169878772887882,0.0100121227112118,0,0,0,0,0,0,0
585.6,41.7801016997797,312.729869749272,108493.93863831,1105006.06136169,0.0169878772766199,0.0100121227233801,0,0,0,0,0,0,0
585.8,41.7801323191087,312.729931719717,108493.938633812,1105006.06136619,0.0169878772676237,0.0100121227323763,0,0,0,0,0,0,0
586,41.7801549564818,312.729977535474,108493.938630486,1105006.06136951,0.0169878772609726,0.0100121227390274,0,0,0,0,0,0,0
586.2,41.7801716926626,312.730011407808,108493.938628028,1105006.06137197,0.0169878772560554,0.0100121227439446,0,0,0,0,0,0,0
586.4,41.7801840659947,312.730036450174,108493.93862621,1105006.06137379,0.01698787725242,0.01001212274758,0,0,0,0,0,0,0
586.6,41.7801932138012,312.730054964403,108493.938624866,1105006.06137513,0.0169878772497322,0.0100121227502678,0,0,0,0,0,0,0
586.8,41.7801999769236,312.730068652273,108493.938623873,1105006.06137613,0.0169878772477452,0.0100121227522548,0,0,0,0,0,0,0
587,41.7802049770102,312.730078771937,108493.938623138,1105006.06137686,0.0169878772462761,0.0100121227537239,0,0,0,0,0,0,0
587.2,41.7802086736557,312.73008625357,108493.938622595,1105006.0613774,0.01698787724519,0.01001212275481,0,0,0,0,0,0,0
587.4,41.7802114066458,312.730091784862,108493.938622194,1105006.06137781,0.016987877244387,0.010012122755613,0,0,0,0,0,0,0
587.6,41.7802134271898,312.730095874237,108493.938621897,1105006.0613781,0.0169878772437934,0.0100121227562066,0,0,0,0,0,0,0
587.8,41.7802149210109,312.730098897578,108493.938621677,1105006.06137832,0.0169878772433545,0.0100121227566455,0,0,0,0,0,0,0
588,41.7802160254172,312.730101132783,108493.938621515,1105006.06137849,0.01698787724303,0.01001212275697,0,0,0,0,0,0,0
588.2,41.7802168419226,312.730102785306,108493.938621395,1105006.0613786,0.0169878772427901,0.0100121227572099,0,0,0,0,0,0,0
588.4,41.7802174455784,312.730104007044,108493.938621306,1105006.06137869,0.0169878772426127,0.0100121227573873,0,0,0,0,0,0,0
588.6,41.7802178918709,312.730104910294,108493.938621241,1105006.06137876,0.0169878772424816,0.0100121227575184,0,0,0,0,0,0,0
588.8,41.7802182218222,312.730105578082,108493.938621192,1105006.06137881,0.0169878772423847,0.0100121227576153,0,0,0,0,0,0,0
589,41.7802184657606,312.730106071788,108493.938621156,1105006.06137884,0.016987877242313,0.010012122757687,0,0,0,0,0,0,0
589.2,41.7802186461082,312.730106436793,108493.93862113,1105006.06137887,0.01698787724226,0.01001212275774,0,0,0,0,0,0,0
589.4,41.7802187794421,312.730106706647,108493.93862111,1105006.06137889,0.0169878772422208,0.0100121227577792,0,0,0,0,0,0,0
589.6,41.780218878018,312.730106906155,108493.938621096,1105006.0613789,0.0169878772421919,0.0100121227578081,0,0,0,0,0,0,0
589.8,41.7802189508968,312.730107053654,108493.938621085,1105006.06137891,0.0169878772421704,0.0100121227578296,0,0,0,0,0,1,0
590,41.7802190047773,312.730107162703,108493.938621077,1105006.06137892,0.0169878772421546,0.0100121227578454,0,0,0,0,0,0,0
590.2,41.780219044612,312.730107243324,108493.938621071,1105006.06137893,0.0169878772421429,0.0100121227578571,0,0,0,0,0,0,0
590.4,41.7802190740624,312.730107302929,108493.938621067,1105006.06137893,0.0169878772421343,0.0100121227578657,0,0,0,0,0,1,0
590.6,41.7802190958356,312.730107346995,108493.938621064,1105006.06137894,0.0169878772421279,0.0100121227578721,0,0,0,0,0,1,0
590.8,41.7802191119329,312.730107379575,108493.938621062,1105006.06137894,0.0169878772421231,0.0100121227578769,0,0,0,0,0,1,0
591,41.7802191238339,312.730107403661,108493.93862106,1105006.06137894,0.0169878772421196,0.0100121227578804,0,0,0,0,0,0,0
591.2,41.7802191326325,312.730107421468,108493.938621059,1105006.06137894,0.0169878772421171,0.010012122757883,0,0,0,0,0,0,0
591.4,41.7802191391374,312.730107434634,108493.938621058,1105006.06137894,0.0169878772421151,0.0100121227578849,0,0,0,0,0,1,0
591.6,41.7802191439466,312.730107444367,108493.938621057,1105006.06137894,0.0169878772421137,0.0100121227578863,0,0,0,0,0,0,0
591.8,41.7802191475021,312.730107451563,108493.938621056,1105006.06137894,0.0169878772421127,0.0100121227578873,0,0,0,0,0,0,0
592,41.7802191501308,312.730107456883,108493.938621056,1105006.06137894,0.0169878772421119,0.0100121227578881,0,0,0,0,0,0,0
592.2,41.7802191520741,312.730107460816,108493.938621056,1105006.06137894,0.0169878772421113,0.0100121227578887,0,0,0,0,0,0,0
592.4,41.780219153511,312.730107463724,108493.938621055,1105006.06137894,0.0169878772421109,0.0100121227578891,0,0,0,0,0,0,0
592.6,41.7802191545732,312.730107465874,108493.938621055,1105006.06137894,0.0169878772421106,0.0100121227578894,0,0,0,0,0,0,0
592.8,41.7802191553586,312.730107467464,108493.938621055,1105006.06137894,0.0169878772421104,0.0100121227578896,0,0,0,0,0,0,0
593,41.7802191559392,312.730107468639,108493.938621055,1105006.06137894,0.0169878772421102,0.0100121227578898,0,0,0,0,0,0,0
593.2,41.7802191563684,312.730107469508,108493.938621055,1105006.06137894,0.0169878772421101,0.0100121227578899,0,0,0,0,0,0,0
593.4,41.7802191566858,312.73010747015,108493.938621055,1105006.06137894,0.01698787724211,0.01001212275789,0,0,0,0,0,0,0
593.6,41.7802191569204,312.730107470625,108493.938621055,1105006.06137895,0.0169878772421099,0.0100121227578901,0,0,0,0,0,0,0
593.8,41.7802191570939,312.730107470976,108493.938621055,1105006.06137895,0.0169878772421099,0.0100121227578901,0,0,0,0,0,0,0
594,41.7802191572221,312.730107471235,108493.938621055,1105006.06137895,0.0169878772421098,0.0100121227578902,0,0,0,0,0,0,0
594.2,41.7802191573169,312.730107471427,108493.938621055,1105006.06137895,0.0169878772421098,0.0100121227578902,0,0,0,0,0,0,0
594.4,41.7802191573871,312.730107471569,108493.938621055,1105006.06137895,0.0169878772421098,0.0100121227578902,0,0,0,0,0,0,0
594.6,41.7802191574389,312.730107471674,108493.938621055,1105006.06137895,0.0169878772421098,0.0100121227578902,0,0,0,0,0,0,0
594.8,41.7802191574772,312.730107471752,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
595,41.7802191575055,312.730107471809,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
595.2,41.7802191575264,312.730107471851,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
595.4,41.7802191575419,312.730107471883,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
595.6,41.7802191575534,312.730107471906,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
595.8,41.7802191575618,312.730107471923,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
596,41.7802191575681,312.730107471936,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
596.2,41.7802191575727,312.730107471945,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
596.4,41.7802191575761,312.730107471952,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
596.6,41.7802191575786,312.730107471957,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
596.8,41.7802191575805,312.730107471961,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
597,41.7802191575819,312.730107471964,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
597.2,41.7802191575829,312.730107471966,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
597.4,41.7802191575837,312.730107471967,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
597.6,41.7802191575842,312.730107471968,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
597.8,41.7802191575847,312.730107471969,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
598,41.780219157585,312.73010747197,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
598.2,41.7802191575852,312.73010747197,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
598.4,41.7802191575854,312.730107471971,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
598.6,41.7802191575855,312.730107471971,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
598.8,41.7802191575856,312.730107471971,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
599,41.7802191575856,312.730107471971,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
599.2,41.7802191575857,312.730107471971,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
599.4,41.7802191575857,312.730107471971,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
599.6,41.7802191575858,312.730107471971,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
599.8,41.7802191575858,312.730107471971,108493.938621055,1105006.06137895,0.0169878772421097,0.0100121227578903,0,0,0,0,0,0,0
600,28.801439433248,312.730107471971,108495.754305265,1105004.24569474,0.01699150861053,0.01000849138947,0,0,0,0,0,0,6
600.2,28.7391893075526,312.540399737923,108495.830261395,1105004.1697386,0.0169916605227903,0.0100083394772097,0,0,0,0,0,1,6
600.4,28.6933233045998,312.400532950232,108495.837000422,1105004.16299958,0.0169916740008443,0.0100083259991558,0,0,0,0,0,1,6
600.6,28.6595235431785,312.297412875361,108495.841966534,1105004.15803347,0.0169916839330678,0.0100083160669323,0,0,1,0,0,1,6
600.8,28.6346126403344,312.221385299586,108495.845626607,1105004.15437339,0.0169916912532142,0.0100083087467858,0,0,1,0,0,1,6
601,28.6162512914859,312.165332339506,108495.848324365,1105004.15167563,0.0169916966487305,0.0100083033512695,0,0,1,0,0,1,6
601.2,28.6027165884649,312.124006129127,108495.850312958,1105004.14968704,0.0169917006259152,0.0100082993740848,0,0,1,0,0,1,6
601.4,28.5927392586865,312.093537540818,108495.851778878,1105004.14822112,0.0169917035577557,0.0100082964422443,0,0,1,0,0,1,6
601.6,28.5853840371566,312.07107396567,108495.852859543,1105004.14714046,0.0169917057190854,0.0100082942809146,0,0,1,0,0,0,6
601.8,28.5799616705813,312.054512252126,108495.853656222,1105004.14634378,0.0169917073124441,0.0100082926875559,0,0,1,0,0,0,6
602,28.5759641508724,312.042301805532,108495.854243556,1105004.14575644,0.0169917084871115,0.0100082915128885,0,0,0,0,0,0,6
602.2,28.5730170248079,312.03329941715,108495.854676561,1105004.14532344,0.016991709353121,0.010008290646879,0,0,1,0,0,0,6
602.4,28.5708442660735,312.026662232787,108495.854995792,1105004.14500421,0.0169917099915833,0.0100082900084167,0,0,1,0,0,0,6
602.6,28.5692423942753,312.021768841185,108495.855231146,1105004.14476885,0.0169917104622911,0.0100082895377089,0,0,1,0,0,0,6
602.8,28.5680614033572,312.018161094551,108495.855404662,1105004.14459534,0.0169917108093235,0.0100082891906765,0,0,1,0,0,0,6
603,28.5671907059691,312.015501214431,108495.855532588,1105004.14446741,0.0169917110651765,0.0100082889348235,0,0,1,0,0,0,6
603.2,28.5665487735448,312.013540167087,108495.855626904,1105004.1443731,0.0169917112538073,0.0100082887461927,0,0,1,0,0,0,6
603.4,28.5660754998063,312.012094347577,108495.855696439,1105004.14430356,0.016991711392878,0.010008288607122,0,0,1,0,0,0,6
603.6,28.565726571458,312.011028389627,108495.855747705,1105004.14425229,0.0169917114954101,0.0100082885045899,0,0,1,0,0,0,6
603.8,28.5654693183332,312.010242491855,108495.855785502,1105004.1442145,0.0169917115710035,0.0100082884289965,0,0,1,0,0,0,6
604,28.5652796540853,312.009663073781,108495.855813368,1105004.14418663,0.016991711626736,0.010008288373264,0,0,1,0,0,0,6
604.2,28.565139820791,312.009235886796,108495.855833913,1105004.14416609,0.0169917116678257,0.0100082883321743,0,0,1,0,0,0,6
604.4,28.5650367261885,312.008920935075,108495.85584906,1105004.14415094,0.0169917116981199,0.0100082883018801,0,0,1,0,0,0,6
604.6,28.5649607178162,312.008688730936,108495.855860227,1105004.14413977,0.0169917117204548,0.0100082882795452,0,0,1,0,0,0,6
604.8,28.5649046792445,312.008517534024,108495.855868461,1105004.14413154,0.0169917117369217,0.0100082882630783,0,0,1,0,0,0,6
605,28.5648633637676,312.00839131585,108495.855874531,1105004.14412547,0.0169917117490622,0.0100082882509378,0,0,1,0,0,0,6
605.2,28.5648329031608,312.008298259104,108495.855879006,1105004.14412099,0.016991711758013,0.010008288241987,0,0,1,0,0,0,6
605.4,28.5648104455071,312.008229651251,108495.855882306,1105004.14411769,0.0169917117646121,0.0100082882353879,0,0,1,0,0,0,6
605.6,28.5647938881795,312.008179068809,108495.855884739,1105004.14411526,0.0169917117694774,0.0100082882305226,0,0,1,0,0,0,6
605.8,28.5647816809774,312.008141775943,108495.855886532,1105004.14411347,0.0169917117730645,0.0100082882269355,0,0,1,0,0,0,6
606,28.564772680987,312.00811428107,108495.855887855,1105004.14411215,0.0169917117757091,0.0100082882242909,0,0,1,0,0,0,6
606.2,28.5647660455739,312.008094009953,108495.855888829,1105004.14411117,0.0169917117776589,0.0100082882223411,0,0,1,0,0,0,6
606.4,28.5647611534899,312.008079064686,108495.855889548,1105004.14411045,0.0169917117790965,0.0100082882209035,0,0,1,0,0,0,6
606.6,28.5647575467083,312.008068046005,108495.855890078,1105004.14410992,0.0169917117801563,0.0100082882198437,0,0,1,0,0,0,6
606.8,28.5647548875402,312.008059922273,108495.855890469,1105004.14410953,0.0169917117809377,0.0100082882190623,0,0,1,0,0,0,6
607,28.5647529270181,312.008053932898,108495.855890757,1105004.14410924,0.0169917117815138,0.0100082882184862,0,0,1,0,0,0,6
607.2,28.5647514815859,312.008049517117,108495.855890969,1105004.14410903,0.0169917117819386,0.0100082882180614,0,0,1,0,0,0,6
607.4,28.5647504159136,312.008046261498,108495.855891126,1105004.14410887,0.0169917117822517,0.0100082882177483,0,0,1,0,0,0,6
607.6,28.5647496302266,312.008043861232,108495.855891241,1105004.14410876,0.0169917117824826,0.0100082882175174,0,0,1,0,0,0,6
607.8,28.5647490509638,312.00804209159,108495.855891326,1105004.14410867,0.0169917117826528,0.0100082882173472,0,0,1,0,0,0,6
608,28.5647486238914,312.008040786888,108495.855891389,1105004.14410861,0.0169917117827783,0.0100082882172217,0,0,1,0,0,0,6
608.2,28.5647483090241,312.008039824972,108495.855891435,1105004.14410856,0.0169917117828708,0.0100082882171292,0,0,1,0,0,0,6
608.4,28.5647480768823,312.00803911578,108495.85589147,1105004.14410853,0.016991711782939,0.010008288217061,0,0,1,0,0,0,6
608.6,28.5647479057313,312.008038592916,108495.855891495,1105004.14410851,0.0169917117829893,0.0100082882170107,0,0,1,0,0,0,6
608.8,28.5647477795469,312.008038207424,108495.855891513,1105004.14410849,0.0169917117830264,0.0100082882169736,0,0,1,0,0,0,6
609,28.5647476865151,312.008037923213,108495.855891527,1105004.14410847,0.0169917117830537,0.0100082882169463,0,0,1,0,0,0,6
609.2,28.5647476179257,312.008037713673,108495.855891537,1105004.14410846,0.0169917117830739,0.0100082882169261,0,0,1,0,0,0,6
609.4,28.5647475673568,312.008037559185,108495.855891544,1105004.14410846,0.0169917117830887,0.0100082882169113,0,0,1,0,0,0,6
609.6,28.5647475300739,312.008037445286,108495.85589155,1105004.14410845,0.0169917117830997,0.0100082882169003,0,0,1,0,1,0,6
609.8,28.5647475025864,312.008037361312,108495.855891554,1105004.14410845,0.0169917117831078,0.0100082882168922,0,0,1,0,1,0,6
610,28.5647474823208,312.008037299401,108495.855891557,1105004.14410844,0.0169917117831137,0.0100082882168863,0,0,1,0,1,0,6
610.2,28.5647474673795,312.008037253756,108495.855891559,1105004.14410844,0.0169917117831181,0.0100082882168819,0,0,1,0,1,0,6
610.4,28.5647474563638,312.008037220103,108495.855891561,1105004.14410844,0.0169917117831214,0.0100082882168786,0,0,1,0,0,0,6
610.6,28.5647474482423,312.008037195291,108495.855891562,1105004.14410844,0.0169917117831237,0.0100082882168763,0,0,1,0,0,0,6
610.8,28.5647474422545,312.008037176999,108495.855891563,1105004.14410844,0.0169917117831255,0.0100082882168745,0,0,1,0,0,0,6
611,28.5647474378399,312.008037163512,108495.855891563,1105004.14410844,0.0169917117831268,0.0100082882168732,0,0,1,0,0,0,6
611.2,28.5647474345851,312.008037153569,108495.855891564,1105004.14410844,0.0169917117831278,0.0100082882168722,0,0,1,0,0,0,6
611.4,28.5647474321855,312.008037146238,108495.855891564,1105004.14410844,0.0169917117831285,0.0100082882168715,0,0,1,0,1,0,6
611.6,28.5647474304163,312.008037140833,108495.855891564,1105004.14410844,0.016991711783129,0.010008288216871,0,0,1,0,1,0,6
611.8,28.564747429112,312.008037136849,108495.855891565,1105004.14410844,0.0169917117831294,0.0100082882168706,0,0,1,0,1,0,6
612,28.5647474281503,312.008037133911,108495.855891565,1105004.14410844,0.0169917117831296,0.0100082882168704,0,0,1,0,1,0,6
612.2,28.5647474274413,312.008037131745,108495.855891565,1105004.14410844,0.0169917117831299,0.0100082882168701,0,0,1,0,1,0,6
612.4,28.5647474269186,312.008037130148,108495.855891565,1105004.14410843,0.01699171178313,0.01000828821687,0,0,1,0,0,0,6
612.6,28.5647474265332,312.00803712897,108495.855891565,1105004.14410843,0.0169917117831301,0.0100082882168699,0,0,1,0,0,0,6
612.8,28.5647474262491,312.008037128102,108495.855891565,1105004.14410843,0.0169917117831302,0.0100082882168698,0,0,1,0,0,0,6
613,28.5647474260396,312.008037127462,108495.855891565,1105004.14410843,0.0169917117831303,0.0100082882168697,0,0,1,0,0,0,6
613.2,28.5647474258852,312.008037126991,108495.855891565,1105004.14410843,0.0169917117831303,0.0100082882168697,0,0,1,0,0,0,6
613.4,28.5647474257713,312.008037126643,108495.855891565,1105004.14410843,0.0169917117831303,0.0100082882168697,0,0,1,0,1,0,6
613.6,28.5647474256873,312.008037126386,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
613.8,28.5647474256254,312.008037126197,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
614,28.5647474255798,312.008037126058,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
614.2,28.5647474255462,312.008037125955,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
614.4,28.5647474255214,312.008037125879,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
614.6,28.5647474255031,312.008037125823,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
614.8,28.5647474254896,312.008037125782,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
615,28.5647474254797,312.008037125752,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
615.2,28.5647474254723,312.008037125729,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
615.4,28.5647474254669,312.008037125713,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
615.6,28.564747425463,312.008037125701,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
615.8,28.56474742546,312.008037125692,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
616,28.5647474254578,312.008037125685,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
616.2,28.5647474254562,312.00803712568,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
616.4,28.5647474254551,312.008037125677,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
616.6,28.5647474254542,312.008037125674,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
616.8,28.5647474254536,312.008037125672,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
617,28.5647474254531,312.008037125671,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
617.2,28.5647474254527,312.00803712567,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
617.4,28.5647474254525,312.008037125669,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
617.6,28.5647474254523,312.008037125668,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
617.8,28.5647474254521,312.008037125668,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
618,28.564747425452,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
618.2,28.564747425452,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
618.4,28.5647474254519,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
618.6,28.5647474254519,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
618.8,28.5647474254518,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
619,28.5647474254518,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,0,0,6
619.2,28.5647474254518,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
619.4,28.5647474254518,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
619.6,28.5647474254518,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
619.8,28.5647474254518,312.008037125667,108495.855891565,1105004.14410843,0.0169917117831304,0.0100082882168696,0,0,1,0,1,0,6
620,38.1499339571368,312.008037125667,108494.514958734,1105005.48504127,0.0169890299174687,0.0100109700825313,0,0,1,0,1,0,6
620.2,38.2113994826091,312.144491450519,108494.456695751,1105005.54330425,0.0169889133915028,0.0100110866084972,0,0,1,0,1,0,6
620.4,38.2568311963615,312.245295976422,108494.450021545,1105005.54997845,0.0169889000430902,0.0100110999569096,0,0,1,0,1,0,6
620.6,38.29040700268,312.319764708599,108494.445089014,1105005.55491099,0.0169888901780282,0.0100111098219717,0,0,1,0,0,0,6
